projectTableID,project,principalInvestigator,dbgContact,PIemail,occurrenceTableID,occurrenceID,recordedBy,eventDate,scientificName,identifiedBy,dateIdentified,associatedTaxa,reproductiveCondition,occurrenceRemarks,habitat,country,stateProvince,county,locality,locationRemarks,locationID,decimalLatitude,decimalLongitude,minimumElevationInMeters,permitURI,materialSampleTableID,materialSampleID,materialSampleType,materialSample_catalogNumber,materialSample_recordNumber,storageLocation,disposition,numberCollected,numberAvailable,sourcePlantCount,preparationDate,dateStored,preservedSpecimenTableID,catalogNumber,recordNumber
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,168,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2028,143,ab787766-87c2-11ee-b9d1-0242ac120002,seed,3113-5512-7477,,ecology lab freezer,in collection,220,220,1,2018-09-20,2018-09-30,143,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,169,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2029,144,ab78787e-87c2-11ee-b9d1-0242ac120002,seed,3113-5513-7478,,ecology lab freezer,in collection,95,95,1,2018-09-20,2018-09-30,144,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,170,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2030,145,ab787aae-87c2-11ee-b9d1-0242ac120002,seed,3113-5514-7479,,ecology lab freezer,in collection,265,265,1,2018-09-20,2018-09-30,145,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,171,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2031,146,ab787b9e-87c2-11ee-b9d1-0242ac120002,seed,3113-5515-7480,,ecology lab freezer,in collection,6,6,1,2018-09-20,2018-09-30,146,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,172,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2032,147,ab787c84-87c2-11ee-b9d1-0242ac120002,seed,3113-5516-7481,,ecology lab freezer,in collection,48,48,1,2018-09-20,2018-09-30,147,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,173,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2033,148,ab787ed2-87c2-11ee-b9d1-0242ac120002,seed,3113-5517-7482,,ecology lab freezer,in collection,20,20,1,2018-09-20,2018-09-30,148,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,174,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2034,149,ab787fae-87c2-11ee-b9d1-0242ac120002,seed,3113-5518-7483,,ecology lab freezer,in collection,132,132,1,2018-09-20,2018-09-30,149,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,175,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2035,150,ab7880a8-87c2-11ee-b9d1-0242ac120002,seed,3113-5519-7484,,ecology lab freezer,in collection,56,56,1,2018-09-20,2018-09-30,150,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,176,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2036,151,ab788454-87c2-11ee-b9d1-0242ac120002,seed,3113-5520-7485,,ecology lab freezer,in collection,53,53,1,2018-09-20,2018-09-30,151,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,177,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2037,152,ab78856c-87c2-11ee-b9d1-0242ac120002,seed,3113-5521-7486,,ecology lab freezer,in collection,33,33,1,2018-09-20,2018-09-30,152,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,178,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2038,153,ab788652-87c2-11ee-b9d1-0242ac120002,seed,3113-5522-7487,,ecology lab freezer,in collection,94,94,1,2018-09-20,2018-09-30,153,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,179,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2039,154,ab788904-87c2-11ee-b9d1-0242ac120002,seed,3113-5523-7488,,ecology lab freezer,in collection,7,7,1,2018-09-20,2018-09-30,154,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,180,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2040,155,ab7889f4-87c2-11ee-b9d1-0242ac120002,seed,3113-5524-7489,,ecology lab freezer,in collection,55,55,1,2018-09-20,2018-09-30,155,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,181,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2041,156,ab788aee-87c2-11ee-b9d1-0242ac120002,seed,3113-5525-7490,,ecology lab freezer,in collection,97,97,1,2018-09-20,2018-09-30,156,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,182,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2042,157,ab788bc0-87c2-11ee-b9d1-0242ac120002,seed,3113-5526-7491,,ecology lab freezer,in collection,44,44,1,2018-09-20,2018-09-30,157,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,183,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2043,158,ab788e90-87c2-11ee-b9d1-0242ac120002,seed,3113-5527-7492,,ecology lab freezer,in collection,182,182,1,2018-09-20,2018-09-30,158,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,184,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2044,159,ab788f8a-87c2-11ee-b9d1-0242ac120002,seed,3113-5528-7493,,ecology lab freezer,in collection,65,65,1,2018-09-20,2018-09-30,159,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,185,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2045,160,ab789066-87c2-11ee-b9d1-0242ac120002,seed,3113-5529-7494,,ecology lab freezer,in collection,21,21,1,2018-09-20,2018-09-30,160,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,186,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2046,161,ab789156-87c2-11ee-b9d1-0242ac120002,seed,3113-5530-7495,,ecology lab freezer,in collection,24,24,1,2018-09-20,2018-09-30,161,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,187,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2047,162,ab78921e-87c2-11ee-b9d1-0242ac120002,seed,3113-5531-7496,,ecology lab freezer,in collection,55,55,1,2018-09-20,2018-09-30,162,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,188,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2048,163,ab789304-87c2-11ee-b9d1-0242ac120002,seed,3113-5532-7497,,ecology lab freezer,in collection,15,15,1,2018-09-20,2018-09-30,163,KHD00067933,AS66
8,Alpine Seed Conservation,Alexandra Seglias,Alexandra Seglias,alexandra.seglias@botanicgardens.org,189,,Alexandra Seglias,2018-09-12,Castilleja puberula,,2018-09-12,,fruit,Seeds from population collected. Ex situ Seed Conservation,"alpine meadows. Along trail; soil: silt, medium; terrain: hill/saddle; disturbance: trail; slope: 20 degrees; slope aspect: NE",United States of America,Colorado,Boulder,"Arapaho National Forest. Brainard Lake Rd. to Mitchell Creek parking lot. Beaver Creek Trail towards Mt. Audubon. Species is locally abundant at about 1.5 miles, just above treeline on both sides of trail.",Landownder: USFS,Mt. Audubon,40.09732,-105.58577,2900,USFS_ArapahoNF_ASeglias_2049,164,ab789502-87c2-11ee-b9d1-0242ac120002,seed,3113-5533-7498,,ecology lab freezer,in collection,3,3,1,2018-09-20,2018-09-30,164,KHD00067933,AS66
